,Text,favorited,favoriteCount,Date,truncated,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted
184,"RT @TRDiplomacy: #Afrin Operasyonu’ndan sonra Türkiye’nin oluşturmayı planladığı #GüvenliBölge

#ZeytinDalıHarekatı https://t.co/c3MFNMvB5F",FALSE,0,2018-03-19 19:32:05,FALSE,9.75817202988474E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GurpinarHarun,41,TRUE,FALSE
185,RT @PeterDeRoover1: Zal uiteraard nieuwe vraag stellen over #Afrin aan minister Reynders. Formele veroordeling Turks optreden nodig.,FALSE,0,2018-03-19 19:32:05,FALSE,9.75817201222586E+017,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",PSlootmaekers,12,TRUE,FALSE
186,"RT @slmhktn: Afrinlilerden Cumhurbaşkanı @RT_Erdogan'a dua: Allah zaferler nasip etsin
#عفرين #غصن_الزيتون خريطة #عاجل #BreakSilenceOnAfrin…",FALSE,0,2018-03-19 19:32:04,FALSE,9.7581719972948E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KalkAdalet,18,TRUE,FALSE
187,RT @PamelaTamby: La ville d'#Afrin est tombée entre les mains de l'autocrate islamiste #Erdogan. Je suis écoeurée par l'Occident qui a lâch…,FALSE,0,2018-03-19 19:32:03,FALSE,9.75817194855649E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kabylie_libre,140,TRUE,FALSE
188,"RT @LawkGhafuri: In #Afrin a wide scale of Ethnic cleansing against the Kurds is ongoing, as more than 200,000 people displaced from Afrin,…",FALSE,0,2018-03-19 19:32:02,FALSE,9.75817191563162E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bokan_kurdistan,7,TRUE,FALSE
189,RT @TheNationalUAE: Analysis: What does Turkey's capture of #Afrin mean for Syria's war? https://t.co/6EZtQtkoDM https://t.co/718Ko4fBvf,FALSE,0,2018-03-19 19:32:02,FALSE,9.75817189340123E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sheikhuddin,2,TRUE,FALSE
190,"RT @tarafsiz_anket: BEDELLİ ASKERLİK GELMELİ Mİ?

TAKİP EDİP OY KULLANALIM
#YHSninSesiMustafaKalaycı Ali Koç #SinemeSessizKalma Suudi Arabi…",FALSE,0,2018-03-19 19:32:02,FALSE,9.7581718833775E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GAST_GASU,81,TRUE,FALSE
191,RT @RTSeyit: #Afrin #Çanakkale https://t.co/WKlwQLXTww,FALSE,0,2018-03-19 19:32:01,FALSE,9.75817184692916E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sadeceoguz0778,1,TRUE,FALSE
192,@CommuneInt's account has been withheld in Turkey in response to a legal demand. Learn more.,FALSE,0,2018-03-19 19:31:58,FALSE,9.75817172403487E+017,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Doorbraakeu,215,TRUE,FALSE
193,RT @BeckyCNN: .@ikalin1 tells me @RT_Erdogan is taking reports of looting by Turkish backed forces in #Afrin “very seriously”. https://t.co…,FALSE,0,2018-03-19 19:31:56,FALSE,9.75817163507413E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",physicsworks,169,TRUE,FALSE
194,RT @martynware: The latest The martynware Daily! https://t.co/anx12JG7ij Thanks to @mconway70 @brookebay21 @pipsterish #afrin #music,FALSE,0,2018-03-19 19:31:52,FALSE,9.75817149238469E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pipsterish,2,TRUE,FALSE
195,"RT @IQ_Stimulator: #Afrin #AfrinNotAlone 
#Erdogan
Mit deutschen Panzern die Welt erobern. Das wird dann demnächst Adolf Eichmann, ähem Hei…",FALSE,0,2018-03-19 19:31:52,FALSE,9.75817148391215E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Walter29340877,1,TRUE,FALSE
196,RT @PamelaTamby: La ville d'#Afrin est tombée entre les mains de l'autocrate islamiste #Erdogan. Je suis écoeurée par l'Occident qui a lâch…,FALSE,0,2018-03-19 19:31:52,FALSE,9.75817147908751E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",klasmoyenne,140,TRUE,FALSE
197,"Hier ein Foto der #Erdogan-Trolle, die mich pausenlos anschreiben. Sogar die Tweets sind richtig zitiert. #Afrîn… https://t.co/AjBjQRUvcQ",FALSE,11,2018-03-19 19:31:52,TRUE,9.7581714696928E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TobiasHuch,12,FALSE,FALSE
198,"""Bir şehir teröristlerden nasıl temizlenir?""
🎥 [Video] 
AK Parti Sözcüsü Mahir Ünal sivillere zarar verilmeden başa… https://t.co/WvhPBueUJj",FALSE,8,2018-03-19 19:31:52,TRUE,9.75817146172396E+017,NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",tgrthabertv,2,FALSE,FALSE
199,".@statedeptspox: The U.S. is concerned over reports from #Afrin City, #Syria. The U.S. calls on all relevant actors… https://t.co/rRPAei6X96",FALSE,0,2018-03-19 19:31:51,TRUE,9.75817142955365E+017,NA,"<a href=""http://convey.pro"" rel=""nofollow"">Convey: Make it post for you</a>",akazan,0,FALSE,FALSE
200,"RT @RTenfrancais: 🔴 Le gouvernement #syrien condamne «l'occupation turque» d'#Afrin et réclame un «retrait immédiat»
➡️ https://t.co/an6wMy…",FALSE,0,2018-03-19 19:31:49,FALSE,9.75817136886239E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corsio44Corsio,60,TRUE,FALSE
201,RT @anadoluagency: #Afrin residents hand over 3 terrorists to Turkish army https://t.co/UCd7dUp2Rf https://t.co/6dChWyGFJF,FALSE,0,2018-03-19 19:31:49,FALSE,9.75817135070089E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Pukanly55,13,TRUE,FALSE
202,RT @GonulEglence: Hier wird auf Kosten von Menschenleben ein Narrativ aufgebaut. Der Besetzungskrieg #Erdoğans zum Befreiungskrieg stilisie…,FALSE,0,2018-03-19 19:31:49,FALSE,9.75817134227034E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",akiakbash,16,TRUE,FALSE
203,RT @TheNationalUAE: Analysis: What does Turkey's capture of #Afrin mean for Syria's war? https://t.co/6EZtQtkoDM https://t.co/718Ko4fBvf,FALSE,0,2018-03-19 19:31:49,FALSE,9.75817133526585E+017,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",TurkishVanguard,2,TRUE,FALSE
204,"RT @TobiasHuch: Hinrichtungen, Folter, Vergewaltigungen, Plünderungen. Die Schergen des Terrorfürsten #Erdogan drehen in #Afrîn komplett du…",FALSE,0,2018-03-19 19:31:47,FALSE,9.75817128195617E+017,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Exil_Inselette,189,TRUE,FALSE
205,"RT @5_alfat: CB Erdoğan: Bir gece ansızın Sincar'a da gireriz. 
#Afrin 
*
#ÜçAylar hayırlara vesile olsun inşallah...
*
Hasan Celal Güzel…",FALSE,0,2018-03-19 19:31:46,FALSE,9.758171230744E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",makinistt44,18,TRUE,FALSE
206,"RT @statedeptspox: We are deeply concerned by UN evacuation reports of up to 250,000 Kurds from #Afrin #Syria. We call on all relevant acto…",FALSE,0,2018-03-19 19:31:45,FALSE,9.75817118359982E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DallasElizabet,77,TRUE,FALSE
207,"RT @Su_Demsltn: Ecdâdımızın heybeti ma'rûf-u cihândır,
Fıtrat değişir sanma bu kan yine o kandır..

#ÇanakkaleGeçilmez
#Afrin https://t.co/…",FALSE,0,2018-03-19 19:31:45,FALSE,9.75817117378507E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",07AK_Alisan,266,TRUE,FALSE
208,"RT @grlek_sibel: Söz konusu vatansa, sağına soluna bile bakmadan ‘ben varım’ diyen Tanıdık tanımadık birileri hep olmuştur ve olacaktır. On…",FALSE,0,2018-03-19 19:31:44,FALSE,9.75817115067454E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Mistafa_03,111,TRUE,FALSE
209,RT @BarbarossaKaya: B. Russell says “War does not determine who is right - only who is left” It’s tragic that people in #Afrin are forced t…,FALSE,0,2018-03-19 19:31:44,FALSE,9.7581711283191E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",teatiryakileri1,211,TRUE,FALSE
210,RT @NamanTarcha: +++#Siria🇸🇾 #Damasco Ministero Esteri #siriano chiede l’immediato ritiro delle forze turche dai territori siriani e defini…,FALSE,0,2018-03-19 19:31:43,FALSE,9.75817111540044E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alpardu,38,TRUE,FALSE
211,"RT @Nervana_1: The Middle East is the only part of the world, in which crimes are judged by who commit them: What we witness in #Afrin is h…",FALSE,0,2018-03-19 19:31:42,FALSE,9.75817105919574E+017,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",EastMedMonitor,8,TRUE,FALSE
212,"RT @FesihAcar01: ABD Türkiye’nin #Afrin’de olmasından endişeliymiş!
#Afrin’i kaybettik bari Menbiç’i kurtaralım derdinde.
Daha dur ABD !
Sı…",FALSE,0,2018-03-19 19:31:42,FALSE,9.75817104887829E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",makinistt44,95,TRUE,FALSE
213,#BreakSilenceOnAfrin: Anarchist intervention in front of the Turkish Airlines’ counter at the Macedonia Internation… https://t.co/1SBbqrkKMF,FALSE,0,2018-03-19 19:31:41,TRUE,9.75817101687521E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",th1an1,1,FALSE,FALSE
214,"RT @aplt81: ""Nasrun Minallâhi ve Fethun Karîb""
Yine, yeni, yeniden HİLAL...
@nevin_drms @LiceEbr @AZRA2497 @Hur0smanli @wingless_angl @gnal…",FALSE,0,2018-03-19 19:31:40,FALSE,9.75817096000102E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",07AK_Alisan,110,TRUE,FALSE
215,"RT @lazmemo53: TSK ait İHA kar kayıtta
YPG/PKK #Afrin i yakiyor

Amaçları sivillerin ilçeden çıkışını engelleyip
TSK ile ilgili olumsuz alg…",FALSE,0,2018-03-19 19:31:39,FALSE,9.75817093106078E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ak_Vatan_Bayrak,227,TRUE,FALSE
216,RT @IQ_Stimulator: #ImadKarim über #Afrin https://t.co/jbJ3hh8cXi,FALSE,0,2018-03-19 19:31:37,FALSE,9.75817085090661E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Golzheimer,1,TRUE,FALSE
217,RT @AveenIsmaill: Turkish leader threatened declared another #genocide against #Yazidis #minorities on Mount #Sinjar in #Iraq. Once again Y…,FALSE,0,2018-03-19 19:31:35,FALSE,9.75817077129806E+017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",bahareh1991,48,TRUE,FALSE
218,RT @OthmanEdress: Congrats #Nato your army of #ISIS thugs led by #TurkishArmy looting and terrorizing in #Afrin ##BreakSilenceOnAfrin https…,FALSE,0,2018-03-19 19:31:35,FALSE,9.75817076786057E+017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",SRO6koAdnZ3jLDd,294,TRUE,FALSE
219,@DefenseUnits's account has been withheld in Turkey in response to a legal demand. Learn more.,FALSE,0,2018-03-19 19:31:35,FALSE,9.75817076349825E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NEIN_HAYIR_NA,28,TRUE,FALSE
220,"RT @Non0fTheAbove: ""Im Schutze deutscher ""Leopard""-Panzer vertreiben türkische Soldaten Hunderttausende Zivilisten aus #Afrin, ziehen islam…",FALSE,0,2018-03-19 19:31:35,FALSE,9.75817076232413E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ChSascha,7,TRUE,FALSE
221,"RT @RamazanAkbas37: #ZDF schrieb: 900.000 Zivilisten aus #Afrin geflohen. Olum, Hans von ZDF-Fernsehrat. Afrin hat 36.000 Einwohner. Laut A…",FALSE,0,2018-03-19 19:31:34,FALSE,9.75817071731859E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fenerliyim66,4,TRUE,FALSE
222,"RT @aradio_berlin: #AfrinNotAlone

#Anarchist comrade #AnnaCampbell fallen in #Afrin defending the #Rojava revolution from the attack by th…",FALSE,0,2018-03-19 19:31:33,FALSE,9.7581706818771E+017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",palabritadepape,67,TRUE,FALSE
223,"RT @TobiasHuch: Hinrichtungen, Folter, Vergewaltigungen, Plünderungen. Die Schergen des Terrorfürsten #Erdogan drehen in #Afrîn komplett du…",FALSE,0,2018-03-19 19:31:33,FALSE,9.7581706802414E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2wX3AQJMcRHmAcZ,189,TRUE,FALSE
224,"#YPG destroyed #TurkishArmy military vehicle in #Afrin near #bilbile with ATGM
https://t.co/gVzK1nqRc9

#Efrine… https://t.co/owHWM0g7Ea",FALSE,0,2018-03-19 19:31:32,TRUE,9.75817064895087E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WarBeauty,0,FALSE,FALSE
225,RT @mahmoud42805579: The #World is silent while the humanitarian crisis is escalating in once a peaceful city.For no reason other than Raci…,FALSE,0,2018-03-19 19:31:32,FALSE,9.75817062143574E+017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",bahareh1991,10,TRUE,FALSE
226,RT @WumpelPumpel: Ich weiß nicht was schlimmer ist..deutsche Waffen mit denen gerade Zivilisten ermordet werden oder das deutsche Schweigen…,FALSE,0,2018-03-19 19:31:29,FALSE,9.75817049367826E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mcwisel59,11,TRUE,FALSE
227,"RT @CivilWarMap: YPG/YPj destroyed a military vehicle in Alamdar village today #Afrin

https://t.co/49Hh6dZ1GA https://t.co/m8yntwL7oe",FALSE,0,2018-03-19 19:31:28,FALSE,9.75817049174929E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CookieM71720969,121,TRUE,FALSE
228,"RT @slmhktn: Afrinlilerden Cumhurbaşkanı @RT_Erdogan'a dua: Allah zaferler nasip etsin
#عفرين #غصن_الزيتون خريطة #عاجل #BreakSilenceOnAfrin…",FALSE,0,2018-03-19 19:31:26,FALSE,9.75817038022238E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ZaferMehmetimin,18,TRUE,FALSE
229,"RT @RTenfrancais: 🔴 Le gouvernement #syrien condamne «l'occupation turque» d'#Afrin et réclame un «retrait immédiat»
➡️ https://t.co/an6wMy…",FALSE,0,2018-03-19 19:31:25,FALSE,9.75817036482908E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Anabellatibo,60,TRUE,FALSE
230,"RT @alkhatib_ah: #FSA start returning back the looted vehicles - Bulldozers by some of the FSA members to the owners in #Afrin 
The process…",FALSE,0,2018-03-19 19:31:25,FALSE,9.75817032930247E+017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",bahareh1991,11,TRUE,FALSE
231,"RT @IGD_News: Kurdish forces in the #YPG and #YPJ helped defeat #ISIS, only to be attacked by Turkey. Now, thousands in #Afrin are threaten…",FALSE,0,2018-03-19 19:31:25,FALSE,9.75817032536085E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ilorphano,279,TRUE,FALSE
232,RT @TobiasHuch: Mindestens 17 jesidische Mädchen wurden von den durch die #Türkei unterstützten Dschihadisten (IS / AQ) entführt. Diese Mäd…,FALSE,0,2018-03-19 19:31:23,FALSE,9.75817024122352E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UnterderSonne1,251,TRUE,FALSE
233,"RT @RTenfrancais: 🔴 Le gouvernement #syrien condamne «l'occupation turque» d'#Afrin et réclame un «retrait immédiat»
➡️ https://t.co/an6wMy…",FALSE,0,2018-03-19 19:31:22,FALSE,9.75817022809477E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mikaeloff2,60,TRUE,FALSE
234,"RT @DerbyChrisW: #TurkeyUntold 
The British Govt should be calling out Turkey for deploying its troops to destroy #Afrin city, aided by Jih…",FALSE,0,2018-03-19 19:31:21,FALSE,9.75817017986035E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kmolley,749,TRUE,FALSE
235,"RT @LawkGhafuri: A Turkish soldier in Afrin today: The next target will be #Mosul (Shingal), Aleppo, #Kirkuk, Manbij &amp; Qandil. 

A message…",FALSE,0,2018-03-19 19:31:21,FALSE,9.75817017700864E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Egonkisch,33,TRUE,FALSE
236,RT @tawaksham: I wrote this in @TGlobePost a few weeks ago re #Afrin and Turkeys invasion - Turkey Would Win #Afrin War But Lose Kurds http…,FALSE,0,2018-03-19 19:31:20,FALSE,9.75817012038525E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cihanis,5,TRUE,FALSE
237,"RT @statedeptspox: We are deeply concerned by UN evacuation reports of up to 250,000 Kurds from #Afrin #Syria. We call on all relevant acto…",FALSE,0,2018-03-19 19:31:17,FALSE,9.75817003029205E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ronialasor,77,TRUE,FALSE
238,@dersi4m's account has been withheld in Turkey in response to a legal demand. Learn more.,FALSE,0,2018-03-19 19:31:13,FALSE,9.75816985920631E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MarzTek,21,TRUE,FALSE
239,"RT @slmhktn: #Afrin’de, Türk Silahlı Kuvvetleri ile koordineli olarak Türk Kızılay’ı ve AFAD’ın insani yardım faaliyetleri devam ediyor.
#S…",FALSE,0,2018-03-19 19:31:13,FALSE,9.75816982258995E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zubeydekrkmz,10,TRUE,FALSE
240,"RT @sonGavurbukucu1: Kanıyla bayrağımıza Renk veren Tüm şehitlerimizin intikamı sayfa sayfa dalganıyor #Afrin Semalarına da..

Tarih'e  #Af…",FALSE,0,2018-03-19 19:31:11,FALSE,9.75816977058058E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",07AK_Alisan,203,TRUE,FALSE
241,"RT @EnglishBasNews: After #Afrin, #Erdogan Threatens to Attack #Sinjar - #BasNews
https://t.co/XEsvt2I6Mw https://t.co/54xn0P5S8g",FALSE,0,2018-03-19 19:31:10,FALSE,9.75816970707919E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ykaliany,2,TRUE,FALSE
242,@DefenseUnitsYPJ's account has been withheld in Turkey in response to a legal demand. Learn more.,FALSE,0,2018-03-19 19:31:10,FALSE,9.75816970393268E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",avgorou,12,TRUE,FALSE
243,RT @SimNasr: #Syrie ceinture explosive autour de la taille d’un combattant rebelle #Afrin https://t.co/MSB1IFxzRg,FALSE,0,2018-03-19 19:31:09,FALSE,9.75816969055363E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ibrahim_cr678,26,TRUE,FALSE
244,"RT @MartaEcca: Due anni di accordi UE-Turchia, pagata per bloccare le persone in fuga dalla guerra.
Persone che scappano dai luoghi in cui…",FALSE,0,2018-03-19 19:31:09,FALSE,9.75816968514228E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rivellandrea,224,TRUE,FALSE
245,"RT @MorbidAngel077: @TSKGnkur Comparing the destruction of 3 cities.
Rakka - 2017 (USA - YPG/PKK) 
Mosul - 2017 (USA - Iraqi Security Force…",FALSE,0,2018-03-19 19:31:07,FALSE,9.75816959777534E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",metelertaburu,9,TRUE,FALSE
246,"RT @CivilWarMap: Turkish-backed rebels started to loot civilian homes and shops after taking control of kurdish city #Afrin

https://t.co/4…",FALSE,0,2018-03-19 19:31:07,FALSE,9.75816958393422E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",glossy_jin,590,TRUE,FALSE
247,@ariherki's account has been withheld in Turkey in response to a legal demand. Learn more.,FALSE,0,2018-03-19 19:31:06,FALSE,9.7581695397256E+017,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",papyrus_med,4,TRUE,FALSE
248,"RT @jcasulleras: La comunitat internacional fa els ulls grossos al genocidi contra els kurds. Avui, a #Afrin. Ho explica de manera magistra…",FALSE,0,2018-03-19 19:31:05,FALSE,9.75816949203694E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",efabrega,148,TRUE,FALSE
249,RT @cakmak_sergen: #ÇünküSevda Başka nasıl anlatılır ki #afrin https://t.co/WkxYVZ5zDy,FALSE,0,2018-03-19 19:31:04,FALSE,9.75816948381573E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unyelii52,0,TRUE,FALSE
250,"RT @LawkGhafuri: In #Afrin a wide scale of Ethnic cleansing against the Kurds is ongoing, as more than 200,000 people displaced from Afrin,…",FALSE,0,2018-03-19 19:31:04,FALSE,9.7581694824319E+017,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",kurd_rend,7,TRUE,FALSE
251,"RT @AltAkl2: Nasıl yani Afrin'e girilmiş mi?😦
Türkiye düşecekti hani..
Afrin mi düşmüş..
Değildir ya..
Olamaz..

#ÇanakkaleGeçilmez
#18Mart…",FALSE,0,2018-03-19 19:31:04,FALSE,9.7581694809634E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_imamMahfiRT,225,TRUE,FALSE
252,"RT @TRDiplomacy: The safe zone that #Turkey is planning to establish after the #Afrin operation 

#OperationOliveBranch https://t.co/ZWC1cC…",FALSE,0,2018-03-19 19:31:01,FALSE,9.75816935362433E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",makahruman,17,TRUE,FALSE
253,"RT @caritas_milano: L'#assedio di #Afrin e il dramma dei civili curdi
Oltre 200 mila senza cibo e acqua
https://t.co/pFzaPFlMmQ https://t.c…",FALSE,0,2018-03-19 19:31:01,FALSE,9.75816934494294E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Laurett58603968,18,TRUE,FALSE
254,"RT @frknhc: CHP;

1)YPG bir özgürlük hareketidir

2)Reyhanlı'mıza neden bomba düşüyor 

3)Tayyip Erdoğan Saray Saltanatı için Mehmetçiği at…",FALSE,0,2018-03-19 19:31:00,FALSE,9.75816931717591E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Nevingunes9,6,TRUE,FALSE
255,"RT @ONGpiemonte: #Afrin, il dramma dei civili curdi: ""Oltre 200 mila senza cibo e acqua"". Ma #Erdogan non si ferma https://t.co/PSXtaK7Ngj…",FALSE,0,2018-03-19 19:30:59,FALSE,9.75816925631713E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MByxjkw,12,TRUE,FALSE
256,RT @Agenzia_Ansa: Sotto le bombe di #Afrin  l'eclave curda VIDEO CHOC https://t.co/iUoYjmoNSz,FALSE,0,2018-03-19 19:30:59,FALSE,9.75816924931199E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",UdoReger,36,TRUE,FALSE
257,"RT @husnu_bingol: #Afrin Operasyonu’ndan sonra Türkiye’nin oluşturmayı planladığı #GüvenliBölge

#ZeytinDalıHarekatı https://t.co/XAAIk47Wpt",FALSE,0,2018-03-19 19:30:59,FALSE,9.75816924616647E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",minezeitgeist,11,TRUE,FALSE
258,"RT @AzadKarimi4: خوستدت رهبر چپهای سوئد:
جهادیستهای اسلامی غارت میکنند، میکشند و اقلیتهای مذهبی را از عفرین میرانند. این امکان را جنگ ترکیه…",FALSE,0,2018-03-19 19:30:59,FALSE,9.75816923740025E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ShahryarHabibp1,5,TRUE,FALSE
259,"RT @TRDiplomacy: #Afrin Operasyonu’ndan sonra Türkiye’nin oluşturmayı planladığı #GüvenliBölge

#ZeytinDalıHarekatı https://t.co/c3MFNMvB5F",FALSE,0,2018-03-19 19:30:58,FALSE,9.75816921311515E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",makahruman,41,TRUE,FALSE
260,"RT @AKGenclikGM: Kahraman ordumuz, Çanakkale Zaferinin yıl dönümünde şanlı ecdadımız gibi destan yazdı.
Kutlu olsun, şükürler olsun. #Afrin…",FALSE,0,2018-03-19 19:30:57,FALSE,9.75816917838647E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zehra_sakaltas,107,TRUE,FALSE
261,"RT @Su_Demsltn: Ecdâdımızın heybeti ma'rûf-u cihândır,
Fıtrat değişir sanma bu kan yine o kandır..

#ÇanakkaleGeçilmez
#Afrin https://t.co/…",FALSE,0,2018-03-19 19:30:57,FALSE,9.75816917054382E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ak_Vatan_Bayrak,266,TRUE,FALSE
262,"RT @TobiasHuch: Hinrichtungen, Folter, Vergewaltigungen, Plünderungen. Die Schergen des Terrorfürsten #Erdogan drehen in #Afrîn komplett du…",FALSE,0,2018-03-19 19:30:56,FALSE,9.75816914604909E+017,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",trilmm,189,TRUE,FALSE
